0,0,b,32.33,7.5,u,g,e,bb,1.585,t,f,0,t,s,420,0,1890,0
1,1,b,34.83,4.0,u,g,d,bb,12.5,t,f,0,t,g,?,0,1855,0
2,2,a,38.58,5.0,u,g,cc,v,13.5,t,f,0,t,g,980,0,1657,0
3,3,b,44.25,0.5,u,g,m,v,10.75,t,f,0,f,s,400,0,1875,0
4,4,b,44.83,7.0,y,p,c,v,1.625,f,f,0,f,g,160,2,1616,0
5,5,b,20.67,5.29,u,g,q,v,0.375,t,t,1,f,g,160,0,1801,0
6,6,b,34.08,6.5,u,g,aa,v,0.125,t,f,0,t,g,443,0,1739,0
7,7,a,19.17,0.585,y,p,aa,v,0.585,t,f,0,t,g,160,0,1826,0
8,8,b,21.67,1.165,y,p,k,v,2.5,t,t,1,f,g,180,20,1950,0
9,9,b,21.5,9.75,u,g,c,v,0.25,t,f,0,f,g,140,0,1892,0
10,10,b,49.58,19.0,u,g,ff,ff,0.0,t,t,1,f,g,94,0,1758,0
11,11,a,27.67,1.5,u,g,m,v,2.0,t,f,0,f,s,368,0,1750,0
12,12,b,39.83,0.5,u,g,m,v,0.25,t,f,0,f,s,288,0,1873,0
13,13,a,?,3.5,u,g,d,v,3.0,t,f,0,t,g,300,0,1690,0
14,14,b,27.25,0.625,u,g,aa,v,0.455,t,f,0,t,g,200,0,1936,0
15,15,b,37.17,4.0,u,g,c,bb,5.0,t,f,0,t,s,280,0,1566,0
16,16,b,?,0.375,u,g,d,v,0.875,t,f,0,t,s,928,0,1844,0
17,17,b,25.67,2.21,y,p,aa,v,4.0,t,f,0,f,g,188,0,1628,0
18,18,b,34,4.5,u,g,aa,v,1.0,t,f,0,t,g,240,0,1696,0
19,19,a,49,1.5,u,g,j,j,0.0,t,f,0,t,g,100,27,1911,0
20,20,b,62.5,12.75,y,p,c,h,5.0,t,f,0,f,g,112,0,1777,0
21,21,b,31.42,15.5,u,g,c,v,0.5,t,f,0,f,g,120,0,1776,0
22,22,b,?,5.0,y,p,aa,v,8.5,t,f,0,f,g,0,0,1652,0
23,23,b,52.33,1.375,y,p,c,h,9.46,t,f,0,t,g,200,100,2049,0
24,24,b,28.75,1.5,y,p,c,v,1.5,t,f,0,t,g,0,225,2015,0
25,25,a,28.58,3.54,u,g,i,bb,0.5,t,f,0,t,g,171,0,1947,0
26,26,b,23,0.625,y,p,aa,v,0.125,t,f,0,f,g,180,1,1925,0
27,27,b,?,0.5,u,g,c,bb,0.835,t,f,0,t,s,320,0,1837,0
28,28,a,22.5,11.0,y,p,q,v,3.0,t,f,0,t,g,268,0,1607,0
29,29,a,28.5,1.0,u,g,q,v,1.0,t,t,2,t,g,167,500,1708,0
30,30,b,37.5,1.75,y,p,c,bb,0.25,t,f,0,t,g,164,400,1804,0
31,31,b,35.25,16.5,y,p,c,v,4.0,t,f,0,f,g,80,0,1808,0
32,32,b,18.67,5.0,u,g,q,v,0.375,t,t,2,f,g,0,38,1760,0
33,33,b,25,12.0,u,g,k,v,2.25,t,t,2,t,g,120,5,1900,0
34,34,b,27.83,4.0,y,p,i,h,5.75,t,t,2,t,g,75,0,1770,0
35,35,b,54.83,15.5,u,g,e,z,0.0,t,t,20,f,g,152,130,2161,0
36,36,b,28.75,1.165,u,g,k,v,0.5,t,f,0,f,s,280,0,1823,0
37,37,a,25,11.0,y,p,aa,v,4.5,t,f,0,f,g,120,0,1981,0
38,38,b,40.92,2.25,y,p,x,h,10.0,t,f,0,t,g,176,0,1560,0
39,39,a,19.75,0.75,u,g,c,v,0.795,t,t,5,t,g,140,5,1973,0
40,40,b,29.17,3.5,u,g,w,v,3.5,t,t,3,t,g,329,0,1822,0
41,41,a,24.5,1.04,y,p,ff,ff,0.5,t,t,3,f,g,180,147,1695,0
42,42,b,24.58,12.5,u,g,w,v,0.875,t,f,0,t,g,260,0,1804,0
43,43,a,33.75,0.75,u,g,k,bb,1.0,t,t,3,t,g,212,0,1778,0
44,44,b,20.67,1.25,y,p,c,h,1.375,t,t,3,t,g,140,210,1949,0
45,45,a,25.42,1.125,u,g,q,v,1.29,t,t,2,f,g,200,0,1884,0
46,46,b,37.75,7.0,u,g,q,h,11.5,t,t,7,t,g,300,5,1860,0
47,47,b,?,0.625,u,g,k,v,0.25,f,f,0,f,g,380,2010,1852,0
48,48,b,18.17,10.25,u,g,c,h,1.085,f,f,0,f,g,320,13,1748,0
49,49,b,20,11.045,u,g,c,v,2.0,f,f,0,t,g,136,0,2051,0
50,50,b,20,0.0,u,g,d,v,0.5,f,f,0,f,g,144,0,1781,0
51,51,a,20.75,9.54,u,g,i,v,0.04,f,f,0,f,g,200,1000,1894,0
52,52,a,24.5,1.75,y,p,c,v,0.165,f,f,0,f,g,132,0,1617,0
53,53,b,32.75,2.335,u,g,d,h,5.75,f,f,0,t,g,292,0,1873,0
54,54,a,52.17,0.0,y,p,ff,ff,0.0,f,f,0,f,g,0,0,1856,0
55,55,a,48.17,1.335,u,g,i,o,0.335,f,f,0,f,g,0,120,1888,0
56,56,a,20.42,10.5,y,p,x,h,0.0,f,f,0,t,g,154,32,1911,0
57,57,b,50.75,0.585,u,g,ff,ff,0.0,f,f,0,f,g,145,0,1707,0
58,58,b,17.08,0.085,y,p,c,v,0.04,f,f,0,f,g,140,722,1789,0
59,59,b,18.33,1.21,y,p,e,dd,0.0,f,f,0,f,g,100,0,1739,0
60,60,a,32,6.0,u,g,d,v,1.25,f,f,0,f,g,272,0,1865,0
61,61,b,32.33,2.5,u,g,c,v,1.25,f,f,0,t,g,280,0,1891,0
62,62,b,18.08,6.75,y,p,m,v,0.04,f,f,0,f,g,140,0,1961,0
63,63,b,38.25,10.125,y,p,k,v,0.125,f,f,0,f,g,160,0,1929,0
64,64,b,30.67,2.5,u,g,cc,h,2.25,f,f,0,t,s,340,0,2023,0
65,65,b,18.58,5.71,u,g,d,v,0.54,f,f,0,f,g,120,0,1915,0
66,66,a,19.17,5.415,u,g,i,h,0.29,f,f,0,f,g,80,484,1715,0
67,67,a,18.17,10.0,y,p,q,h,0.165,f,f,0,f,g,340,0,1837,0
68,68,b,24.58,13.5,y,p,ff,ff,0.0,f,f,0,f,g,?,0,1945,0
69,69,b,16.25,0.835,u,g,m,v,0.085,t,f,0,f,s,200,0,2028,0
70,70,b,21.17,0.875,y,p,c,h,0.25,f,f,0,f,g,280,204,1827,0
71,71,b,23.92,0.585,y,p,cc,h,0.125,f,f,0,f,g,240,1,1887,0
72,72,b,17.67,4.46,u,g,c,v,0.25,f,f,0,f,s,80,0,1962,0
73,73,a,16.5,1.25,u,g,q,v,0.25,f,t,1,f,g,108,98,1807,0
74,74,b,23.25,12.625,u,g,c,v,0.125,f,t,2,f,g,0,5552,1792,0
75,75,b,17.58,10.0,u,g,w,h,0.165,f,t,1,f,g,120,1,1870,0
76,76,a,?,1.5,u,g,ff,ff,0.0,f,t,2,t,g,200,105,1780,0
77,77,b,29.5,0.58,u,g,w,v,0.29,f,t,1,f,g,340,2803,1689,0
78,78,b,18.83,0.415,y,p,c,v,0.165,f,t,1,f,g,200,1,1689,0
79,79,a,21.75,1.75,y,p,j,j,0.0,f,f,0,f,g,160,0,2106,0
80,80,b,23,0.75,u,g,m,v,0.5,f,f,0,t,s,320,0,1911,0
81,81,a,18.25,10.0,u,g,w,v,1.0,f,t,1,f,g,120,1,1805,0
82,82,b,25.42,0.54,u,g,w,v,0.165,f,t,1,f,g,272,444,1797,0
83,83,b,35.75,2.415,u,g,w,v,0.125,f,t,2,f,g,220,1,1772,0
84,84,a,16.08,0.335,u,g,ff,ff,0.0,f,t,1,f,g,160,126,1804,0
85,85,a,31.92,3.125,u,g,ff,ff,3.04,f,t,2,t,g,200,4,1868,0
86,86,b,69.17,9.0,u,g,ff,ff,4.0,f,t,1,f,g,70,6,1727,0
87,87,b,32.92,2.5,u,g,aa,v,1.75,f,t,2,t,g,720,0,1601,0
88,88,b,16.33,2.75,u,g,aa,v,0.665,f,t,1,f,g,80,21,2079,0
89,89,b,22.17,12.125,u,g,c,v,3.335,f,t,2,t,g,180,173,1660,0
90,90,a,57.58,2.0,u,g,ff,ff,6.5,f,t,1,f,g,0,10,1830,0
91,91,b,18.25,0.165,u,g,d,v,0.25,f,f,0,t,s,280,0,1649,0
92,92,b,23.42,1.0,u,g,c,v,0.5,f,f,0,t,s,280,0,1878,0
93,93,a,15.92,2.875,u,g,q,v,0.085,f,f,0,f,g,120,0,1707,0
94,94,a,24.75,13.665,u,g,q,h,1.5,f,f,0,f,g,280,1,1762,0
95,95,b,48.75,26.335,y,p,ff,ff,0.0,t,f,0,t,g,0,0,1797,0
96,96,b,23.5,2.75,u,g,ff,ff,4.5,f,f,0,f,g,160,25,1867,0
97,97,b,18.58,10.29,u,g,ff,ff,0.415,f,f,0,f,g,80,0,1901,0
98,98,b,27.75,1.29,u,g,k,h,0.25,f,f,0,t,s,140,0,1972,0
99,99,a,31.75,3.0,y,p,j,j,0.0,f,f,0,f,g,160,20,1707,0
100,100,a,24.83,4.5,u,g,w,v,1.0,f,f,0,t,g,360,6,1933,0
101,101,b,19,1.75,y,p,c,v,2.335,f,f,0,t,g,112,6,1593,0
102,102,a,16.33,0.21,u,g,aa,v,0.125,f,f,0,f,g,200,1,2053,0
103,103,a,18.58,10.0,u,g,d,v,0.415,f,f,0,f,g,80,42,1972,0
104,104,b,16.25,0.0,y,p,aa,v,0.25,f,f,0,f,g,60,0,1667,0
105,105,b,23,0.75,u,g,m,v,0.5,t,f,0,t,s,320,0,1888,0
106,106,b,21.17,0.25,y,p,c,h,0.25,f,f,0,f,g,280,204,1988,0
107,107,b,33.67,1.25,u,g,w,v,1.165,f,f,0,f,g,120,0,1795,0
108,108,a,29.5,1.085,y,p,x,v,1.0,f,f,0,f,g,280,13,1763,0
109,109,b,30.17,1.085,y,p,c,v,0.04,f,f,0,f,g,170,179,1965,0
110,110,?,40.83,3.5,u,g,i,bb,0.5,f,f,0,f,s,1160,0,1659,0
111,111,b,34.83,2.5,y,p,w,v,3.0,f,f,0,f,s,200,0,1679,0
112,112,b,?,4.0,y,p,i,v,0.085,f,f,0,t,g,411,0,1808,0
113,113,b,20.42,0.0,?,?,?,?,0.0,f,f,0,f,p,?,0,1796,0
114,114,a,33.25,2.5,y,p,c,v,2.5,f,f,0,t,g,0,2,1848,0
115,115,b,34.08,2.5,u,g,c,v,1.0,f,f,0,f,g,460,16,1839,0
116,116,a,25.25,12.5,u,g,d,v,1.0,f,f,0,t,g,180,1062,1813,0
117,117,b,34.75,2.5,u,g,cc,bb,0.5,f,f,0,f,g,348,0,1947,0
118,118,b,27.67,0.75,u,g,q,h,0.165,f,f,0,t,g,220,251,1703,0
119,119,b,47.33,6.5,u,g,c,v,1.0,f,f,0,t,g,0,228,1863,0
120,120,a,34.83,1.25,y,p,i,h,0.5,f,f,0,t,g,160,0,1965,0
121,121,a,33.25,3.0,y,p,aa,v,2.0,f,f,0,f,g,180,0,1853,0
122,122,b,28,3.0,u,g,w,v,0.75,f,f,0,t,g,300,67,1750,0
123,123,a,39.08,4.0,u,g,c,v,3.0,f,f,0,f,g,480,0,1721,0
124,124,b,42.75,4.085,u,g,aa,v,0.04,f,f,0,f,g,108,100,1606,0
125,125,b,26.92,2.25,u,g,i,bb,0.5,f,f,0,t,g,640,4000,1943,0
126,126,b,33.75,2.75,u,g,i,bb,0.0,f,f,0,f,g,180,0,1878,0
127,127,b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,300,2,1936,0
128,128,b,62.75,7.0,u,g,e,z,0.0,f,f,0,f,g,0,12,1874,0
129,129,?,32.25,1.5,u,g,c,v,0.25,f,f,0,t,g,372,122,1723,0
130,130,b,26.75,4.5,y,p,c,bb,2.5,f,f,0,f,g,200,1210,1807,0
131,131,b,63.33,0.54,u,g,c,v,0.585,t,t,3,t,g,180,0,1719,0
132,132,b,27.83,1.5,u,g,w,v,2.25,f,t,1,t,g,100,3,1825,0
133,133,a,26.17,2.0,u,g,j,j,0.0,f,f,0,t,g,276,1,1686,0
134,134,b,22.17,0.585,y,p,ff,ff,0.0,f,f,0,f,g,100,0,1840,0
135,135,b,22.5,11.5,y,p,m,v,1.5,f,f,0,t,g,0,4000,1717,0
136,136,b,30.75,1.585,u,g,d,v,0.585,f,f,0,t,s,0,0,2068,0
137,137,b,36.67,2.0,u,g,i,v,0.25,f,f,0,t,g,221,0,1865,0
138,138,a,16,0.165,u,g,aa,v,1.0,f,t,2,t,g,320,1,1912,0
139,139,b,41.17,1.335,u,g,d,v,0.165,f,f,0,f,g,168,0,2108,0
140,140,a,19.5,0.165,u,g,q,v,0.04,f,f,0,t,g,380,0,1823,0
141,141,b,32.42,3.0,u,g,d,v,0.165,f,f,0,t,g,120,0,1967,0
142,142,a,36.75,4.71,u,g,ff,ff,0.0,f,f,0,f,g,160,0,1828,0
143,143,a,30.25,5.5,u,g,k,v,5.5,f,f,0,t,s,100,0,1867,0
144,144,b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,100,4208,1892,0
145,145,b,26.83,0.54,u,g,k,ff,0.0,f,f,0,f,g,100,0,1785,0
146,146,b,16.92,0.335,y,p,k,v,0.29,f,f,0,f,s,200,0,1805,0
147,147,b,24.42,2.0,u,g,e,dd,0.165,f,t,2,f,g,320,1300,1883,0
148,148,b,42.83,1.25,u,g,m,v,13.875,f,t,1,t,g,352,112,1979,0
149,149,a,22.75,6.165,u,g,aa,v,0.165,f,f,0,f,g,220,1000,1808,0
150,150,b,39.42,1.71,y,p,m,v,0.165,f,f,0,f,s,400,0,1944,0
151,151,a,23.58,11.5,y,p,k,h,3.0,f,f,0,t,g,20,16,1887,0
152,152,b,21.42,0.75,y,p,r,n,0.75,f,f,0,t,g,132,2,1657,0
153,153,b,33,2.5,y,p,w,v,7.0,f,f,0,t,g,280,0,1829,0
154,154,b,26.33,13.0,u,g,e,dd,0.0,f,f,0,t,g,140,1110,1917,0
155,155,a,45,4.585,u,g,k,h,1.0,f,f,0,t,s,240,0,1756,0
156,156,b,26.25,1.54,u,g,w,v,0.125,f,f,0,f,g,100,0,1825,0
157,157,?,28.17,0.585,u,g,aa,v,0.04,f,f,0,f,g,260,1004,1674,0
158,158,a,20.83,0.5,y,p,e,dd,1.0,f,f,0,f,g,260,0,1881,0
159,159,b,28.67,14.5,u,g,d,v,0.125,f,f,0,f,g,0,286,1924,0
160,160,b,20.67,0.835,y,p,c,v,2.0,f,f,0,t,s,240,0,1938,0
161,161,b,34.42,1.335,u,g,i,bb,0.125,f,f,0,t,g,440,4500,1868,0
162,162,b,33.58,0.25,u,g,i,bb,4.0,f,f,0,t,s,420,0,1816,0
163,163,b,43.17,5.0,u,g,i,bb,2.25,f,f,0,t,g,141,0,1782,0
164,164,a,22.67,7.0,u,g,c,v,0.165,f,f,0,f,g,160,0,1712,0
165,165,a,24.33,2.5,y,p,i,bb,4.5,f,f,0,f,g,200,456,1757,0
166,166,a,56.83,4.25,y,p,ff,ff,5.0,f,f,0,t,g,0,4,1964,0
167,167,b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,100,1212,1813,0
168,168,b,34,5.5,y,p,c,v,1.5,f,f,0,t,g,60,0,2050,0
169,169,b,22.58,1.5,y,p,aa,v,0.54,f,f,0,t,g,120,67,1946,0
170,170,b,21.17,0.0,u,g,c,v,0.5,f,f,0,t,s,0,0,1789,0
171,171,b,26.67,14.585,u,g,i,bb,0.0,f,f,0,t,g,178,0,1982,0
172,172,b,22.92,0.17,u,g,m,v,0.085,f,f,0,f,s,0,0,1765,0
173,173,b,15.17,7.0,u,g,e,v,1.0,f,f,0,f,g,600,0,1859,0
174,174,b,39.92,5.0,u,g,i,bb,0.21,f,f,0,f,g,550,0,1782,0
175,175,b,27.42,12.5,u,g,aa,bb,0.25,f,f,0,t,g,720,0,1715,0
176,176,b,24.75,0.54,u,g,m,v,1.0,f,f,0,t,g,120,1,1854,0
177,177,b,41.17,1.25,y,p,w,v,0.25,f,f,0,f,g,0,195,1840,0
178,178,a,33.08,1.625,u,g,d,v,0.54,f,f,0,t,g,0,0,1860,0
179,179,b,29.83,2.04,y,p,x,h,0.04,f,f,0,f,g,128,1,2060,0
180,180,a,23.58,0.585,y,p,ff,ff,0.125,f,f,0,f,g,120,87,1846,0
181,181,b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,0,17,1912,0
182,182,b,31,2.085,u,g,c,v,0.085,f,f,0,f,g,300,0,1796,0
183,183,b,20.75,5.085,y,p,j,v,0.29,f,f,0,f,g,140,184,1677,0
184,184,b,28.92,0.375,u,g,c,v,0.29,f,f,0,f,g,220,140,2020,0
185,185,a,51.92,6.5,u,g,i,bb,3.085,f,f,0,t,g,73,0,1966,0
186,186,a,22.67,0.335,u,g,q,v,0.75,f,f,0,f,s,160,0,1714,0
187,187,b,34,5.085,y,p,i,bb,1.085,f,f,0,t,g,480,0,1787,0
188,188,a,69.5,6.0,u,g,ff,ff,0.0,f,f,0,f,s,0,0,1706,0
189,189,a,40.33,8.125,y,p,k,v,0.165,f,t,2,f,g,?,18,1895,0
190,190,a,19.58,0.665,y,p,c,v,1.0,f,t,1,f,g,2000,2,1852,0
191,191,b,16,3.125,u,g,w,v,0.085,f,t,1,f,g,0,6,1875,0
192,192,b,17.08,0.25,u,g,q,v,0.335,f,t,4,f,g,160,8,1873,0
193,193,b,31.25,2.835,u,g,ff,ff,0.0,f,t,5,f,g,176,146,2063,0
194,194,b,25.17,3.0,u,g,c,v,1.25,f,t,1,f,g,0,22,1905,0
195,195,a,22.67,0.79,u,g,i,v,0.085,f,f,0,f,g,144,0,1721,0
196,196,b,40.58,1.5,u,g,i,bb,0.0,f,f,0,f,s,300,0,2016,0
197,197,b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,280,55,1764,0
198,198,a,22.25,1.25,y,p,ff,ff,3.25,f,f,0,f,g,280,0,1805,0
199,199,b,22.5,0.125,y,p,k,v,0.125,f,f,0,f,g,200,70,1928,0
200,200,b,23.58,1.79,u,g,c,v,0.54,f,f,0,t,g,136,1,1765,0
201,201,b,38.42,0.705,u,g,c,v,0.375,f,t,2,f,g,225,500,1677,0
202,202,a,26.58,2.54,y,p,ff,ff,0.0,f,f,0,t,g,180,60,1768,0
203,203,b,35,2.5,u,g,i,v,1.0,f,f,0,t,g,210,0,1848,0
204,204,b,20.42,1.085,u,g,q,v,1.5,f,f,0,f,g,108,7,1821,0
205,205,b,29.42,1.25,u,g,w,v,1.75,f,f,0,f,g,200,0,1756,0
206,206,b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,100,0,1833,0
207,207,b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,120,0,1759,0
208,208,b,24.58,1.25,u,g,c,v,0.25,f,f,0,f,g,110,0,1939,0
209,209,a,27.67,2.04,u,g,w,v,0.25,f,f,0,t,g,180,50,1853,0
210,210,b,37.5,0.835,u,g,e,v,0.04,f,f,0,f,g,120,5,1723,0
211,211,b,49.17,2.29,u,g,ff,ff,0.29,f,f,0,f,g,200,3,1882,0
212,212,b,33.58,0.335,y,p,cc,v,0.085,f,f,0,f,g,180,0,1836,0
213,213,b,51.83,3.0,y,p,ff,ff,1.5,f,f,0,f,g,180,4,1731,0
214,214,b,22.92,3.165,y,p,c,v,0.165,f,f,0,f,g,160,1058,1890,0
215,215,b,21.83,1.54,u,g,k,v,0.085,f,f,0,t,g,356,0,1782,0
216,216,b,25.25,1.0,u,g,aa,v,0.5,f,f,0,f,g,200,0,1888,0
217,217,b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,320,0,1818,0
218,218,b,19,0.0,y,p,ff,ff,0.0,f,t,4,f,g,45,1,1756,0
219,219,b,19.58,0.585,u,g,ff,ff,0.0,f,t,3,f,g,350,769,1933,0
220,220,a,53.33,0.165,u,g,ff,ff,0.0,f,f,0,t,s,62,27,1659,0
221,221,a,27.17,1.25,u,g,ff,ff,0.0,f,t,1,f,g,92,300,2076,0
222,222,b,25.92,0.875,u,g,k,v,0.375,f,t,2,t,g,174,3,1739,0
223,223,b,23.08,0.0,u,g,k,v,1.0,f,t,11,f,s,0,0,1906,0
224,224,b,39.58,5.0,u,g,ff,ff,0.0,f,t,2,f,g,17,1,1751,0
225,225,b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,80,0,2181,0
226,226,b,17.25,3.0,u,g,k,v,0.04,f,f,0,t,g,160,40,1858,0
227,227,a,17.67,0.0,y,p,j,ff,0.0,f,f,0,f,g,86,0,1973,0
228,228,a,?,11.25,u,g,ff,ff,0.0,f,f,0,f,g,?,5200,1858,0
229,229,b,16.5,0.125,u,g,c,v,0.165,f,f,0,f,g,132,0,1965,0
230,230,a,27.33,1.665,u,g,ff,ff,0.0,f,f,0,f,g,340,1,1655,0
231,231,b,31.25,1.125,u,g,ff,ff,0.0,f,t,1,f,g,96,19,1828,0
232,232,b,20,7.0,u,g,c,v,0.5,f,f,0,f,g,0,0,1892,0
233,233,b,?,3.0,y,p,i,bb,7.0,f,f,0,f,g,0,1,1772,0
